"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",81.8,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",81.8,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",81.9,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",81.9,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",82,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",81.9,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",81.9,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",82.3,,
"CAN","Canada","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",81.7,,
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",88.4,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",88.2,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",88.1,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",88.5,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",88.1,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",88.2,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",88.8,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",88.7,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",88.1,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",89,"B","Break"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",88.4,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",88.5,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",88.6,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",88.8,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_2","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",89,"D","Difference in methodology"
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",17.6962738037109,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",18.2342948913574,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",17.811861038208,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",18.0607089996338,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",18.1551380157471,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",18.4779987335205,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",18.5521640777588,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",18.2102336883545,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",18.6547584533691,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",18.9684448242188,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",20.1703968048096,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",20.3681125640869,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",19.9722537994385,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",22.7051067352295,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",19.9749584197998,,
"CAN","Canada","AVERAGE","Average","5_3","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",20.0995712280273,,
"CAN","Canada","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",527.011295588426,,
"CAN","Canada","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",524.241833323209,,
"CAN","Canada","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",523.124003069067,,
"CAN","Canada","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",526.667805420688,,
"CAN","Canada","AVERAGE","Average","6_1","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",520.085520949744,,
"CAN","Canada","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",527.00717882472,,
"CAN","Canada","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",526.80515277157,,
"CAN","Canada","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",518.070399654099,,
"CAN","Canada","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",515.647427968622,,
"CAN","Canada","AVERAGE","Average","6_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",512.016942926845,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",95.8496554781621,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",93.5517442057637,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",93.9377872951644,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",95.2585098047203,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",92.1669263511913,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",94.4634284577435,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",93.6239388012628,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",91.5069175733133,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",93.8671643619638,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",92.3367113065762,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",92.9535948174926,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",91.7334797816133,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",92.4946070159731,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",93.0172524290817,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",92.3798296003878,,
"CAN","Canada","AVERAGE","Average","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",92.7432386506836,,
"CAN","Canada","AVERAGE","Average","7_2","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",6.766,,
"CAN","Canada","AVERAGE","Average","7_2","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",6.2711538,,
"CAN","Canada","AVERAGE","Average","8_1","Having a say in government","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",34.5923689923771,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",60.91,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",64.67,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",59.52,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",61.11,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",68.28,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",67.65,,
"CAN","Canada","AVERAGE","Average","8_2","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",62.25,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",1.6,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.7,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",1.5,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.5,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.6,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.6,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.5,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.6,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.4,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.2,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.2,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.2,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.1,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.2,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1,,
"CAN","Canada","AVERAGE","Average","10_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",77.8007694665029,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",76.5930965271465,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",74.8689238311742,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",76.0174318754069,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",80.5432726563541,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",79.4121254573082,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",84.0149625515146,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",76.0188943234545,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",79.6826384489809,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",81.6839778136284,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",81.4452483298605,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",83.5571466250777,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",82.1383849672031,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",81.4245327165589,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",77.5000093163497,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",79.6548246002428,,
"CAN","Canada","AVERAGE","Average","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2022","2022",74.4328696306137,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",8.5634656442525,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",8.9881746884317,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",8.8147236280187,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.3708526727497,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",7.3122077805199,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",6.5896347483811,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",6.5813320604327,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.8906122334884,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.9708573817408,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.5498222563461,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.1800177144788,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.2670144663981,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.2401572334,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",5.0923190097883,,
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",5.2313384747759,"P","Provisional value"
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",4.6700599953778,"E","Estimated value"
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",4.5902427528585,"E","Estimated value"
"CAN","Canada","AVERAGE","Average","10_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",4.6226925887465,"E","Estimated value"
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.1,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",8.1,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",8.1,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8.1,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",8.1,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",8,,
"CAN","Canada","AVERAGE","Average","11_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",7.9,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",12.9,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",12.3,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",12.9,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",12.9,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",12.7,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",13.4,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",13.1,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",13.1,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",13.3,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",13.2,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",12.6,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",14.1,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",12.4,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",12,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11.8,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",11.5,,
"CAN","Canada","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",8.6,,
"CAN","Canada","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",21.9,,
"CAN","Canada","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",20.4,"B","Break"
"CAN","Canada","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",33,,
"CAN","Canada","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",41.9999986886978,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",0.68932768770992,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.650701325187461,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.547168568924771,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.432556714824994,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.440404524931974,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.671166541812007,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.996022346313431,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.03878076962814,,
"CAN","Canada","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0.95057102161714,,
